method,c_index,d_cal_stat,d_cal_pvalue,d_cal_status,km_cal,ibs,mae_pseudo,calibrated
SurvivalEVAL_Calibration,0.7721,0.0351,129.320437,calibrated,0.0075,0.1594,5259.36,True
