,MAD,cox_pval_adj,elasticnet_coef
hsa-miR-664a-5p,0.44336313403314576,7.2e-299,-0.010090564677672643
hsa-miR-664b-3p,0.4956433551160895,2.2441078709586496e-08,0.05065260494149475
hsa-miR-671-3p,0.28414169646609294,4.0129409562946905e-06,-0.001848889220697301
hsa-miR-671-5p,0.4087840412090952,0.004301708894885501,0.0599023028224489
hsa-miR-675-3p,0.2091853170753562,7.938414725572329e-08,0.01999102402353519
hsa-miR-6806-3p,0.16780284782467447,0.15264947503126902,
hsa-miR-6842-3p,0.20812986762558267,0.6580452894356194,
hsa-miR-6892-5p,0.1876923253366915,0.28374498263263925,
hsa-miR-7-1-3p,0.6133819584894912,3.293513008739498e-07,-0.08822583564413393
hsa-miR-7-5p,0.2356821781621518,2.4390406678618554e-05,0.014353256683237135
hsa-miR-708-3p,0.3082120989042408,0.4396600449953635,
hsa-miR-708-5p,0.23923537678335471,0.008787107204690474,0.030563438776121235
hsa-miR-744-3p,0.5322976164431967,0.0005214954150365007,0.0
hsa-miR-744-5p,0.6541206918611636,1.8568826476439426e-11,-0.18980357357154853
hsa-miR-758-3p,0.18347858313749074,0.004212664686927371,-0.017211668205972395
hsa-miR-758-5p,0.17446595749870364,0.17463551087395765,
hsa-miR-766-3p,0.491172406234884,1.0,
hsa-miR-769-3p,0.20875033451460842,0.4631544880408614,
hsa-miR-769-5p,0.6482578673838022,1.809908900198973e-07,-0.06602819739836382
hsa-miR-7706,0.18412116933214964,0.07357746874799213,
hsa-miR-874-3p,0.5456188430312569,2.8704507872510235e-07,-0.026497155831657265
hsa-miR-877-5p,0.1642225645749903,4.886317543842483e-08,0.011468770777570823
hsa-miR-887-3p,0.3244658025197382,0.6039939523814222,
hsa-miR-889-3p,0.30437920108220035,0.001592918121307896,0.0
hsa-miR-9-5p,0.6077488361217578,1.0,
hsa-miR-92a-1-5p,0.3150476382519551,0.19792914697208405,
hsa-miR-92a-3p,0.6031826564054619,7.556584874513641e-05,0.0
hsa-miR-92b-3p,0.5060382643910627,0.6042320984019911,
hsa-miR-93-3p,0.5808536653619809,0.9402940261378632,
hsa-miR-93-5p,0.5862293047996573,0.00023921938085812096,0.0
hsa-miR-937-3p,0.19325095656449132,1.2327160568910334e-11,0.0274995721335463
hsa-miR-940,0.26397879971962107,0.00017668297102054912,0.02773882276053204
hsa-miR-942-5p,0.4376658543978037,1.496083257279679e-10,0.0
hsa-miR-95-3p,0.27736825495003026,1.0,
hsa-miR-96-5p,0.3032001873808011,0.0007282747239064891,-0.005719285949118463
hsa-miR-98-3p,0.1711095993338827,1.0,
hsa-miR-98-5p,0.5524932774324676,1.2488691281120623e-06,0.06733395122559138
hsa-miR-99a-3p,0.17960397737697273,2.16e-298,0.021446749862410238
hsa-miR-99a-5p,0.6479811601793843,4.32e-298,-0.10609419698785985
hsa-miR-99b-3p,0.6006992624132576,0.009341683689034251,0.04418101217848997
hsa-miR-99b-5p,0.5950868700516541,3.2591603834335666e-12,0.0
