,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,Factor12,Factor13,Factor14,Factor15
TCGA-22-1012-01,4.094309407275829,-3.1915275562674132,-0.7145218370220856,1.2063904176048206,1.5120542021103178,-0.9221995760736905,-0.7431477094504471,-0.7983916164487467,1.2977244930132266,-0.5730442728206787,-0.005301638857265808,-0.4113368273445657,0.8877809547074375,-0.36200859020740533,0.9030505275002707
TCGA-22-4591-01,-3.6307168298750976,-5.181887047829971,2.4935679263652517,-0.4848700294425756,-1.022712895735499,-2.8281151499343347,1.148297400962078,-2.452076073186387,-0.4950362013450227,-1.2340541779947238,1.514904093449025,-0.16438189928300886,1.797943020616603,-2.177451073010849,-4.051609266061949
TCGA-22-4593-01,-3.8325011140063836,-5.308456846057856,2.9417399784952085,0.61018098999469,-0.24546605218435164,0.1902289201630223,-0.18842530256719597,0.47894038083698987,1.2288700535880868,-2.662781410035381,0.024485795638802405,-2.1928454137469546,-1.6618535797096747,0.07077902847155097,0.7827896057263638
TCGA-22-4594-01,4.209499090196946,-2.7441597895937417,-1.717428596169651,3.0153310040580874,1.5346852755606186,-3.3967320686771045,-1.2433700744788354,-1.6180622261110555,0.5331181507022056,0.787864892350511,-0.9805174155054123,2.449166601779865,0.614259031755309,1.3368957743768115,0.34121130010322376
TCGA-22-4595-01,-3.528128229653991,-6.2949296072375365,2.3168422144282372,1.009436630358873,-1.884531165717684,2.508038559919281,-0.06809613790490021,1.106134099577427,0.30445523911375155,-1.387314017302791,1.6706553088674136,0.08408414165406447,1.0288471735921445,-2.6575669284310153,-2.935436121812883
TCGA-22-4601-01,6.954012489844693,1.4802063532769394,2.438742509223673,0.17576821585025723,-0.971295545910759,-1.2217984774792683,1.3024996972742726,-2.976233727515272,0.21080380597192452,-0.8823848871108129,0.17664097609646998,-0.0208224068628231,1.0254713920413563,-1.7503244901962363,0.860791399387406
TCGA-22-4604-01,0.5702081250914942,-5.468196051662563,1.1408081607385756,1.5950211283523776,0.5658140757572989,-1.5520546235455992,-1.5009259506742119,-0.5711001265011373,0.1212142492713017,-0.5752169607259235,0.21115754699697284,-0.05609461573561967,0.289406322631455,0.2611664618854057,1.5820967266939678
TCGA-22-4605-01,-0.3814323701885836,-2.2200110002943023,2.9643089959749145,0.2412446366816612,-0.34713099486517884,-2.373898388914322,-1.5378149528330038,0.12591542604681658,0.7839748263415393,0.660469198242053,-0.5145050547232949,-1.1270935771531505,-0.8078128672280908,-1.4139684625599112,0.5680356563144683
TCGA-22-4607-01,3.1145000520037365,-0.14441714058514846,-0.634116820499631,-0.26519594357564263,-0.8403898156756463,0.37013698134706624,-0.331185504412972,1.0167403919190428,2.1823462194387853,-0.8862189808968617,0.5118682308005347,-0.5570071416945159,0.3080965766607738,-1.6938030774807322,0.31346687962557673
TCGA-22-4609-01,0.2312385908849258,-4.3398170232482265,3.5122403624821485,1.1064594238980705,0.005662437884016029,-1.8131040964442553,-1.752721081441676,-0.5090620632261571,0.08959900922757814,-0.5750480921944072,-1.1857068926076306,-0.801825074604369,-0.5449146581438409,-0.12470722980104788,0.7138923344523367
TCGA-22-4613-01,1.160749292369609,-7.1535771508916675,0.6081638568611274,4.249146160311067,0.42360276892416276,-0.3135464366196781,1.6425168926531322,-3.8201799628708857,0.6566244398904172,-1.7821199419030218,0.46282938551473907,2.2649879821834262,0.17891567642597622,2.224313256765457,1.2373011435345187
TCGA-22-5471-01,4.474862450756211,-4.025476801615161,0.9402991643449399,0.22104093815383807,0.745090827936551,-4.286326686582244,-0.5312752953932797,-1.4131112595416067,1.2277673515530867,0.5442742714003199,-0.04748910782522221,0.5092416298764434,0.6027547351997856,-0.43153703886532496,1.0002749535588447
