shap_method,n_explained,n_features,top1_feature,top1_shap,hitl_flagged,hitl_high_unc,hitl_conflict,hitl_ambiguous,top_pathway,top_pathway_shap
KernelExplainer,50,1366,cnv::KBTBD11,0.0943,31,13,0,24,N/A,N/A
